,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_04_v1,185201,185400,2,[  2 134   1   1   3 474],[0],"[2, 3]","[0.0032520325203252032, 0.21788617886178863, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.7707317073170732]",6,0.5981996094260096,0.3584585894639434
1,PvP01_04_v1,185701,185900,1,[  6  83   1 525],[0],[2],"[0.00975609756097561, 0.13495934959349593, 0.0016260162601626016, 0.8536585365853658]",4,0.4609744383380815,0.25295525150373455
2,PvP01_04_v1,196101,196300,4,[  3   1 489  10   1   2 109],"[0, 1]","[3, 4, 5]","[0.004878048780487805, 0.0016260162601626016, 0.7951219512195122, 0.016260162601626018, 0.0016260162601626016, 0.0032520325203252032, 0.1772357723577236]",7,0.6214106276874061,0.33606451186463093
3,PvP01_04_v1,196151,196350,10,[  3   1   1 487   1   8   1   1   1   2   1   1   1   1   1 104],"[0, 1, 2]","[5, 6, 7, 8, 9, 10, 11, 13, 14]","[0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.791869918699187, 0.0016260162601626016, 0.013008130081300813, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.16910569105691056]",16,0.7012662596561328,0.3441126313702161
4,PvP01_04_v1,196201,196400,12,"[  1   1   1   1   1 487   1   3   2   1   2   1   1   1   2   1   1   1
   1   1  14  90]","[0, 1, 2, 3, 4]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.791869918699187, 0.0016260162601626016, 0.004878048780487805, 0.0032520325203252032, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.022764227642276424, 0.14634146341463414]",22,0.7906157298635543,0.35091281644523764
5,PvP01_04_v1,196301,196500,8,"[  1   1   1   1 488   3   2   1   1   4   1   1   1   1   2   1   1  14
  90]","[0, 1, 2, 3]","[5, 6, 7, 8, 9, 10, 11, 13, 15, 16]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.7934959349593496, 0.004878048780487805, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0065040650406504065, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.022764227642276424, 0.14634146341463414]",19,0.7721634157196935,0.3483111904289776
6,PvP01_04_v1,196351,196550,2,[  1 510   3   1   1  99],[0],"[2, 3, 4]","[0.0016260162601626016, 0.8292682926829268, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.16097560975609757]",6,0.5065618252931876,0.28636922466785664
7,PvP01_04_v1,202251,202450,2,[  2 384   1   2 157  69],[0],"[2, 3]","[0.0032520325203252032, 0.624390243902439, 0.0016260162601626016, 0.0032520325203252032, 0.2552845528455285, 0.11219512195121951]",6,0.9357632935417664,0.5323550796483574
8,PvP01_04_v1,207401,207600,1,[  4 422   1 188],[0],[2],"[0.0065040650406504065, 0.6861788617886179, 0.0016260162601626016, 0.3056910569105691]",4,0.6639173751565879,0.43566660056844475
9,PvP01_04_v1,207451,207650,2,[  2   2   2 314   1 105   1 186   2],"[0, 1, 2]","[4, 6]","[0.0032520325203252032, 0.0032520325203252032, 0.0032520325203252032, 0.510569105691057, 0.0016260162601626016, 0.17073170731707318, 0.0016260162601626016, 0.3024390243902439, 0.0032520325203252032]",9,1.1020949619579545,0.6186529182364994
