,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_08_v1,28551,28750,2,[  1 288   8   1 317],[0],"[2, 3]","[0.0016260162601626016, 0.4682926829268293, 0.013008130081300813, 0.0016260162601626016, 0.5154471544715448]",5,0.774240132958243,0.5148416947584109
1,PvP01_08_v1,28701,28900,5,"[  1   1 188  17   1   2  31  48   1   2   1   1   2   1   1 184  16   1
  58  58]","[0, 1, 8]","[4, 5, 8, 9, 10, 11, 12, 13, 14, 17]","[0.0016260162601626016, 0.0016260162601626016, 0.3056910569105691, 0.027642276422764227, 0.0016260162601626016, 0.0032520325203252032, 0.05040650406504065, 0.07804878048780488, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.2991869918699187, 0.026016260162601626, 0.0016260162601626016, 0.0943089430894309, 0.0943089430894309]",20,1.8623265946581626,0.7891228765946197
2,PvP01_08_v1,28751,28950,3,[  1   1 376  34   2   3  91   1 106],"[0, 1]","[4, 5, 7]","[0.0016260162601626016, 0.0016260162601626016, 0.6113821138211382, 0.055284552845528454, 0.0032520325203252032, 0.004878048780487805, 0.14796747967479676, 0.0016260162601626016, 0.17235772357723578]",9,1.1225707782982473,0.5715116663361757
3,PvP01_08_v1,28801,29000,5,"[  1   1   1 329   1  45   7  27   2   1   1   1  73   7  11   1   1  38
   3  64]","[0, 1, 2, 16]","[8, 9, 10, 11, 15]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.5349593495934959, 0.0016260162601626016, 0.07317073170731707, 0.011382113821138212, 0.04390243902439024, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.11869918699186992, 0.011382113821138212, 0.01788617886178862, 0.0016260162601626016, 0.0016260162601626016, 0.061788617886178863, 0.004878048780487805, 0.1040650406504065]",20,1.636106073746805,0.67716306431357
4,PvP01_08_v1,28901,29100,2,[  2 452  10   2   1   1 147],[0],"[3, 5]","[0.0032520325203252032, 0.734959349593496, 0.016260162601626018, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.23902439024390243]",7,0.693530600826318,0.4024112631370217
5,PvP01_08_v1,29001,29200,2,[  1 489   1   7   1   1 115],[0],"[3, 5]","[0.0016260162601626016, 0.7951219512195122, 0.0016260162601626016, 0.011382113821138212, 0.0016260162601626016, 0.0016260162601626016, 0.18699186991869918]",7,0.5885266203945286,0.33267499504263354
6,PvP01_08_v1,29051,29250,3,[  1 414   2  73   1   6   1   1   1 102  13],[0],"[2, 5, 6, 8]","[0.0016260162601626016, 0.6731707317073171, 0.0032520325203252032, 0.11869918699186992, 0.0016260162601626016, 0.00975609756097561, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.16585365853658537, 0.02113821138211382]",11,1.014889792772377,0.504678432150175
7,PvP01_08_v1,29101,29300,4,[  1   2 292   4 116   1   1  67   6   1   6   1   1   1  99   3  13],"[0, 1]","[3, 5, 6, 10, 11, 13]","[0.0016260162601626016, 0.0032520325203252032, 0.47479674796747967, 0.0065040650406504065, 0.1886178861788618, 0.0016260162601626016, 0.0016260162601626016, 0.10894308943089431, 0.00975609756097561, 0.0016260162601626016, 0.00975609756097561, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.16097560975609757, 0.004878048780487805, 0.02113821138211382]",17,1.5261220937536137,0.7004772291625355
8,PvP01_08_v1,29201,29400,2,[  2 400   4 119   2   1  81   6],[0],"[2, 4, 5]","[0.0032520325203252032, 0.6504065040650406, 0.0065040650406504065, 0.19349593495934958, 0.0032520325203252032, 0.0016260162601626016, 0.13170731707317074, 0.00975609756097561]",8,0.9902072775072983,0.5220226055919096
9,PvP01_08_v1,29251,29450,1,[  2 483   4 126],[0],[2],"[0.0032520325203252032, 0.7853658536585366, 0.0065040650406504065, 0.2048780487804878]",4,0.5659295266753337,0.3411725824575319
