,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_07_v1,60351,60550,3,[  1 186   4 247 177],[0],[2],"[0.0016260162601626016, 0.3024390243902439, 0.0065040650406504065, 0.4016260162601626, 0.28780487804878047]",5,1.1297011611921874,0.6643505849692644
1,PvP01_07_v1,60451,60650,4,[  1 169  17   4 210   2  35 163  14],[0],"[3, 5]","[0.0016260162601626016, 0.27479674796747966, 0.027642276422764227, 0.0065040650406504065, 0.34146341463414637, 0.0032520325203252032, 0.056910569105691054, 0.26504065040650404, 0.022764227642276424]",9,1.4840501858138866,0.7330662965166237
2,PvP01_07_v1,60551,60750,1,[547   2  66],[],[1],"[0.8894308943089431, 0.0032520325203252032, 0.1073170731707317]",3,0.36237510966068426,0.19738515433934833
3,PvP01_07_v1,61501,61700,1,[  1 222   1 391],[0],[2],"[0.0016260162601626016, 0.36097560975609755, 0.0016260162601626016, 0.6357723577235772]",4,0.6766482275952592,0.46548483045806077
4,PvP01_07_v1,62301,62500,1,[  1  83   2 529],[0],[2],"[0.0016260162601626016, 0.13495934959349593, 0.0032520325203252032, 0.8601626016260162]",4,0.42893455193452135,0.24189305307687237
5,PvP01_07_v1,62901,63100,1,[  1 219   3 392],[0],[2],"[0.0016260162601626016, 0.35609756097560974, 0.004878048780487805, 0.6373983739837399]",4,0.6911552972476898,0.4668914006213233
6,PvP01_07_v1,63301,63500,1,[539   3  73],[],[1],"[0.8764227642276423, 0.004878048780487805, 0.11869918699186992]",3,0.39453922912393835,0.2177698459911428
7,PvP01_07_v1,64351,64550,1,[  2 408   3 202],[0],[2],"[0.0032520325203252032, 0.6634146341463415, 0.004878048780487805, 0.3284552845528455]",4,0.6825178560031592,0.45196377817436706
8,PvP01_07_v1,65401,65600,1,[448   3 164],[],[1],"[0.7284552845528456, 0.004878048780487805, 0.26666666666666666]",3,0.6092299114632882,0.3982179919360168
9,PvP01_07_v1,67351,67550,1,[539  76],[],[],"[0.8764227642276423, 0.12357723577235773]",2,0.3739923058850372,0.2166118051424416
10,PvP01_07_v1,67401,67600,2,[428   1 110  58  18],[],[1],"[0.6959349593495935, 0.0016260162601626016, 0.17886178861788618, 0.0943089430894309, 0.02926829268292683]",5,0.8965979520341634,0.47392953929539294
11,PvP01_07_v1,67551,67750,1,[486   1 128],[],[1],"[0.7902439024390244, 0.0016260162601626016, 0.208130081300813]",3,0.5231551702498496,0.33219379998678034
12,PvP01_07_v1,68801,69000,1,[417   3 195],[],[1],"[0.6780487804878049, 0.004878048780487805, 0.3170731707317073]",3,0.6536097389023956,0.43969066032123727
13,PvP01_07_v1,68851,69050,2,[317   2  98   3 192   3],[],"[1, 3]","[0.5154471544715448, 0.0032520325203252032, 0.15934959349593497, 0.004878048780487805, 0.3121951219512195, 0.004878048780487805]",6,1.068263316991434,0.611397977394408
14,PvP01_07_v1,69001,69200,2,[  1 343   3 165   1   1  86  15],[0],"[2, 4, 5]","[0.0016260162601626016, 0.5577235772357724, 0.004878048780487805, 0.2682926829268293, 0.0016260162601626016, 0.0016260162601626016, 0.13983739837398373, 0.024390243902439025]",8,1.1016011232018799,0.5967823385550929
15,PvP01_07_v1,69051,69250,1,[  1 430   4 180],[0],[2],"[0.0016260162601626016, 0.6991869918699187, 0.0065040650406504065, 0.2926829268292683]",4,0.6529961696920643,0.42542930795161604
16,PvP01_07_v1,71301,71500,1,[  2  82   2 529],[0],[2],"[0.0032520325203252032, 0.13333333333333333, 0.0032520325203252032, 0.8601626016260162]",4,0.4354817028456254,0.24232136955515904
17,PvP01_07_v1,71351,71550,3,[  1   1  82   2 400  14   3   3 109],"[0, 1]","[3, 6, 7]","[0.0016260162601626016, 0.0016260162601626016, 0.13333333333333333, 0.0032520325203252032, 0.6504065040650406, 0.022764227642276424, 0.004878048780487805, 0.004878048780487805, 0.1772357723577236]",9,1.0326491182299644,0.5271994183356468
18,PvP01_07_v1,71501,71700,2,[485  14   3   3 110],[],"[2, 3]","[0.7886178861788617, 0.022764227642276424, 0.004878048780487805, 0.004878048780487805, 0.17886178861788618]",5,0.6331612455488473,0.3455244893912355
19,PvP01_07_v1,71551,71750,1,[110   2 503],[],[1],"[0.17886178861788618, 0.0032520325203252032, 0.8178861788617886]",3,0.4908970805569984,0.29906008328375966
20,PvP01_07_v1,72201,72400,1,[  1 344   3 267],[0],[2],"[0.0016260162601626016, 0.5593495934959349, 0.004878048780487805, 0.43414634146341463]",4,0.7236190827734773,0.49861854716108134
21,PvP01_07_v1,72551,72750,1,[509   3 103],[],[1],"[0.8276422764227642, 0.004878048780487805, 0.16747967479674797]",3,0.481802815647375,0.28693502544781546
22,PvP01_07_v1,72801,73000,1,[474 141],[],[],"[0.7707317073170732, 0.22926829268292684]",2,0.5383906986572691,0.35340868530636516
23,PvP01_07_v1,73001,73200,1,[473   2 140],[],[1],"[0.7691056910569106, 0.0032520325203252032, 0.22764227642276422]",3,0.5574460852323605,0.3566448542534205
24,PvP01_07_v1,74501,74700,1,[  2 522  91],[0],[],"[0.0032520325203252032, 0.848780487804878, 0.14796747967479676]",3,0.4405214705237689,0.2576667327648887
25,PvP01_07_v1,74601,74800,3,[  1   1 495   1  12   1  13  31   3   2  55],"[0, 1]","[1, 3, 5, 9]","[0.0016260162601626016, 0.0016260162601626016, 0.8048780487804879, 0.0016260162601626016, 0.01951219512195122, 0.0016260162601626016, 0.02113821138211382, 0.05040650406504065, 0.004878048780487805, 0.0032520325203252032, 0.08943089430894309]",11,0.7859175951725221,0.340760129552515
26,PvP01_07_v1,74701,74900,3,[428   1  97   1  16   3   1  68],[],"[1, 3, 5, 6]","[0.6959349593495935, 0.0016260162601626016, 0.15772357723577235, 0.0016260162601626016, 0.026016260162601626, 0.004878048780487805, 0.0016260162601626016, 0.11056910569105691]",8,0.9392881653713094,0.47786370546632295
27,PvP01_07_v1,74801,75000,1,[517   1  97],[],[1],"[0.8406504065040651, 0.0016260162601626016, 0.15772357723577235]",3,0.4476627051468658,0.26842752329962316
28,PvP01_07_v1,74851,75050,2,[  5 107   4 401   1  93   4],[0],"[2, 4]","[0.008130081300813009, 0.17398373983739837, 0.0065040650406504065, 0.6520325203252032, 0.0016260162601626016, 0.15121951219512195, 0.0065040650406504065]",7,0.9838328126004355,0.5215625619670832
29,PvP01_07_v1,74901,75100,1,[  5 200   4 406],[0],[2],"[0.008130081300813009, 0.3252032520325203, 0.0065040650406504065, 0.6601626016260163]",4,0.711321092010484,0.45831978319783206
30,PvP01_07_v1,75251,75450,1,[ 95   4 516],[],[1],"[0.15447154471544716, 0.0065040650406504065, 0.8390243902439024]",3,0.4685254009203109,0.2721343115870184
31,PvP01_07_v1,75551,75750,1,[530   1  84],[],[1],"[0.8617886178861789, 0.0016260162601626016, 0.13658536585365855]",3,0.410543528664555,0.23866217198757345
32,PvP01_07_v1,77951,78150,2,[  1 226   1 200   1   1   3   2 180],[0],"[2, 4, 5, 6]","[0.0016260162601626016, 0.367479674796748, 0.0016260162601626016, 0.3252032520325203, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0032520325203252032, 0.2926829268292683]",9,1.1791527596235813,0.6734932910304713
33,PvP01_07_v1,78001,78200,4,[  1   1  92   5 128   1 186  14   1   1   3   2  81  98   1],"[0, 1]","[3, 5, 8, 9, 10]","[0.0016260162601626016, 0.0016260162601626016, 0.14959349593495935, 0.008130081300813009, 0.208130081300813, 0.0016260162601626016, 0.3024390243902439, 0.022764227642276424, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0032520325203252032, 0.13170731707317074, 0.15934959349593497, 0.0016260162601626016]",15,1.7647009311838027,0.7994606385088242
34,PvP01_07_v1,78051,78250,5,"[  1   1  33  59   4   1   1 127   1   1  18   2 165  14   1   1   3   2
   3  78   1  97   1]","[0, 1, 6, 9]","[4, 5, 8, 11, 14, 15, 16, 20]","[0.0016260162601626016, 0.0016260162601626016, 0.05365853658536585, 0.0959349593495935, 0.0065040650406504065, 0.0016260162601626016, 0.0016260162601626016, 0.20650406504065041, 0.0016260162601626016, 0.0016260162601626016, 0.02926829268292683, 0.0032520325203252032, 0.2682926829268293, 0.022764227642276424, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0032520325203252032, 0.004878048780487805, 0.12682926829268293, 0.0016260162601626016, 0.15772357723577235, 0.0016260162601626016]",23,2.029580951636181,0.8308176350056183
35,PvP01_07_v1,78101,78300,9,"[  1   1  22   1   3   6   1   1  57   1   2   1   1   1   1  40  13  25
   1   1  47   1   1  18   1   1   7   1 103  18   1  35   2  12   1   1
   1   1   1   2   3   2   1  75   1  18  79   1]","[0, 1, 7, 14, 22, 27]","[3, 10, 11, 12, 13, 19, 21, 24, 25, 30, 34, 35, 36, 37, 38, 44]","[0.0016260162601626016, 0.0016260162601626016, 0.03577235772357724, 0.0016260162601626016, 0.004878048780487805, 0.00975609756097561, 0.0016260162601626016, 0.0016260162601626016, 0.09268292682926829, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.06504065040650407, 0.02113821138211382, 0.04065040650406504, 0.0016260162601626016, 0.0016260162601626016, 0.07642276422764227, 0.0016260162601626016, 0.0016260162601626016, 0.02926829268292683, 0.0016260162601626016, 0.0016260162601626016, 0.011382113821138212, 0.0016260162601626016, 0.16747967479674797, 0.02926829268292683, 0.0016260162601626016, 0.056910569105691054, 0.0032520325203252032, 0.01951219512195122, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.004878048780487805, 0.0032520325203252032, 0.0016260162601626016, 0.12195121951219512, 0.0016260162601626016, 0.02926829268292683, 0.12845528455284552, 0.0016260162601626016]",48,2.7890934881104528,0.9119651001388063
36,PvP01_07_v1,78151,78350,7,"[  1   1  22   1   3  27   1   1   1   7   2 162  20   1 111   1   1   1
   1   1  18  79   2   1   2   1   1  43  13  25   1   1   2  59   1]","[0, 1, 10, 26]","[3, 7, 8, 13, 15, 16, 17, 18, 19, 22, 23, 24, 25, 31]","[0.0016260162601626016, 0.0016260162601626016, 0.03577235772357724, 0.0016260162601626016, 0.004878048780487805, 0.04390243902439024, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.011382113821138212, 0.0032520325203252032, 0.2634146341463415, 0.032520325203252036, 0.0016260162601626016, 0.18048780487804877, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.02926829268292683, 0.12845528455284552, 0.0032520325203252032, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.06991869918699187, 0.02113821138211382, 0.04065040650406504, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.0959349593495935, 0.0016260162601626016]",35,2.3571480527573194,0.8599801705334127
