,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_11_v1,62501,62700,1,[  2 419   2 192],[0],[2],"[0.0032520325203252032, 0.6813008130081301, 0.0032520325203252032, 0.3121951219512195]",4,0.6621432180521283,0.4383422565932976
1,PvP01_11_v1,64401,64600,2,[  1   1 389   3 121 100],"[0, 1]",[3],"[0.0016260162601626016, 0.0016260162601626016, 0.6325203252032521, 0.004878048780487805, 0.1967479674796748, 0.16260162601626016]",6,0.9518078350429493,0.5347399034965958
2,PvP01_11_v1,64451,64650,4,[  1   1   1 221   2  67   1  97   2   1 121  96   2   2],"[0, 1, 2]","[4, 6, 8, 9]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.359349593495935, 0.0032520325203252032, 0.10894308943089431, 0.0016260162601626016, 0.15772357723577235, 0.0032520325203252032, 0.0016260162601626016, 0.1967479674796748, 0.15609756097560976, 0.0032520325203252032, 0.0032520325203252032]",14,1.6371204998519753,0.7709908123471478
3,PvP01_11_v1,64601,64800,2,[  2 317   2  69   3 222],[0],"[2, 4]","[0.0032520325203252032, 0.5154471544715448, 0.0032520325203252032, 0.11219512195121951, 0.004878048780487805, 0.36097560975609755]",6,1.0180645190257063,0.5913781479278206
4,PvP01_11_v1,69051,69250,1,[  1  89   1 524],[0],[2],"[0.0016260162601626016, 0.14471544715447154, 0.0016260162601626016, 0.8520325203252033]",4,0.43705270765954796,0.2530927358054068
5,PvP01_11_v1,75301,75500,1,[  2 508   2 103],[0],[2],"[0.0032520325203252032, 0.8260162601626017, 0.0032520325203252032, 0.16747967479674797]",4,0.49441210540040237,0.2896265450459383
6,PvP01_11_v1,75501,75700,2,[  1 482   2  12   2   1   1  57   2  55],"[0, 6]","[2, 4, 5, 8]","[0.0016260162601626016, 0.7837398373983739, 0.0032520325203252032, 0.01951219512195122, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.09268292682926829, 0.0032520325203252032, 0.08943089430894309]",10,0.7913717421031679,0.36874347280058184
7,PvP01_11_v1,75601,75800,8,"[  1   1   1 121   1   1 108   1  49   1   1   1 122   3  71   1   1   2
   9   1   1   1   1   1   1  14  32   9   1   1   1  35   5   1  11   3]","[0, 1, 2, 5, 7, 19, 23, 24]","[4, 9, 10, 11, 15, 16, 20, 21, 22, 29, 30]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.1967479674796748, 0.0016260162601626016, 0.0016260162601626016, 0.17560975609756097, 0.0016260162601626016, 0.07967479674796749, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.1983739837398374, 0.004878048780487805, 0.11544715447154472, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.014634146341463415, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.022764227642276424, 0.05203252032520325, 0.014634146341463415, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.056910569105691054, 0.008130081300813009, 0.0016260162601626016, 0.01788617886178862, 0.004878048780487805]",36,2.3246459367725345,0.8640306695749884
8,PvP01_11_v1,75701,75900,6,[  1   1   1 172   1   1 155   1   1   1  59   1   2   1 136   2   3  76],"[0, 1, 2, 5, 8, 9]","[4, 7, 11, 12, 13, 15]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.27967479674796747, 0.0016260162601626016, 0.0016260162601626016, 0.25203252032520324, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0959349593495935, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.22113821138211381, 0.0032520325203252032, 0.004878048780487805, 0.12357723577235773]",18,1.6882891357171796,0.7848132725229691
9,PvP01_11_v1,82301,82500,1,[  3 158 454],[0],[],"[0.004878048780487805, 0.25691056910569104, 0.7382113821138211]",3,0.5991800239121488,0.38901711943948714
10,PvP01_11_v1,85801,86000,1,[502   3 110],[],[1],"[0.816260162601626, 0.004878048780487805, 0.17886178861788618]",3,0.49953131302860215,0.3017040121620729
11,PvP01_11_v1,85851,86050,3,[  2 192   1 121   1   1   2 182   1   2 110],[0],"[2, 4, 5, 8, 9]","[0.0032520325203252032, 0.3121951219512195, 0.0016260162601626016, 0.1967479674796748, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.2959349593495935, 0.0016260162601626016, 0.0032520325203252032, 0.17886178861788618]",11,1.4491495721723033,0.744213100667592
12,PvP01_11_v1,85901,86100,4,[  1   1 191   1   1 121   1   1   2  26 156   1   2 109   1],"[0, 1]","[1, 4, 6, 7, 11, 12]","[0.0016260162601626016, 0.0016260162601626016, 0.3105691056910569, 0.0016260162601626016, 0.0016260162601626016, 0.1967479674796748, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.04227642276422764, 0.25365853658536586, 0.0016260162601626016, 0.0032520325203252032, 0.1772357723577236, 0.0016260162601626016]",15,1.592203673044218,0.7672522969132131
13,PvP01_11_v1,86001,86200,3,[  1   1 191   1   1   1 232   1   1   1   2  26 156],"[0, 1]","[1, 4, 5, 8, 9]","[0.0016260162601626016, 0.0016260162601626016, 0.3105691056910569, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.3772357723577236, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.04227642276422764, 0.25365853658536586]",13,1.314790338596605,0.69507832639302
14,PvP01_11_v1,86051,86250,1,[451   2 162],[],[1],"[0.7333333333333333, 0.0032520325203252032, 0.2634146341463415]",3,0.5974780876691618,0.3928243770242582
15,PvP01_11_v1,97151,97350,1,[444   2 169],[],[1],"[0.7219512195121951, 0.0032520325203252032, 0.27479674796747966]",3,0.6088006695902137,0.4032626082358386
16,PvP01_11_v1,98901,99100,1,[520   1  94],[],[1],"[0.8455284552845529, 0.0016260162601626016, 0.15284552845528454]",3,0.43940976121688147,0.26171723180646433
17,PvP01_11_v1,100951,101150,1,[  2 426 187],[0],[],"[0.0032520325203252032, 0.6926829268292682, 0.3040650406504065]",3,0.6349641097192343,0.427724238217992
18,PvP01_11_v1,103901,104100,1,[491   3 121],[],[1],"[0.7983739837398374, 0.004878048780487805, 0.1967479674796748]",3,0.5256213578385186,0.323865424020094
19,PvP01_11_v1,103951,104150,2,[482   9   1   2   1   1 119],[],"[2, 3, 5]","[0.7837398373983739, 0.014634146341463415, 0.0016260162601626016, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.19349593495934958]",7,0.6205717406360998,0.3480785246876861
20,PvP01_11_v1,104101,104300,1,[484   1 130],[],[1],"[0.7869918699186992, 0.0016260162601626016, 0.21138211382113822]",3,0.5274619858389155,0.33595875470949843
21,PvP01_11_v1,104651,104850,1,[  2 463   4 146],[0],[2],"[0.0032520325203252032, 0.7528455284552845, 0.0065040650406504065, 0.23739837398373984]",4,0.6064911058277489,0.37681274373719365
22,PvP01_11_v1,108601,108800,1,[551   3  61],[],[1],"[0.8959349593495934, 0.004878048780487805, 0.0991869918699187]",3,0.3536141012637013,0.18743869389913426
23,PvP01_11_v1,109451,109650,1,[  1 532  82],[0],[],"[0.0016260162601626016, 0.865040650406504, 0.13333333333333333]",3,0.40450793511477223,0.2339242514376364
24,PvP01_11_v1,109701,109900,1,[  1 506   1 107],[0],[2],"[0.0016260162601626016, 0.8227642276422764, 0.0016260162601626016, 0.17398373983739837]",4,0.4856543979741902,0.2927833961266443
25,PvP01_11_v1,109851,110050,2,[  1   1 101 404   1  15  92],"[0, 1]",[4],"[0.0016260162601626016, 0.0016260162601626016, 0.16422764227642275, 0.656910569105691, 0.0016260162601626016, 0.024390243902439025, 0.14959349593495935]",7,0.9788188775588484,0.5185167558992664
26,PvP01_11_v1,109901,110100,1,[  1 116 498],[0],[],"[0.0016260162601626016, 0.1886178861788618, 0.8097560975609757]",3,0.4959388523160862,0.30871571154735933
27,PvP01_11_v1,110651,110850,1,[547  68],[],[],"[0.8894308943089431, 0.11056910569105691]",2,0.3477035379255439,0.19668715711547358
28,PvP01_11_v1,112951,113150,1,[448   2 165],[],[1],"[0.7284552845528456, 0.0032520325203252032, 0.2682926829268293]",3,0.6024114293079341,0.39736135897944336
29,PvP01_11_v1,113151,113350,1,[544  71],[],[],"[0.8845528455284553, 0.11544715447154472]",2,0.3577545254332396,0.20423821799193598
30,PvP01_11_v1,113301,113500,2,[  2 437   2 103   2  49  20],"[0, 4]",[2],"[0.0032520325203252032, 0.7105691056910569, 0.0032520325203252032, 0.16747967479674797, 0.0032520325203252032, 0.07967479674796749, 0.032520325203252036]",7,0.9109220804792244,0.4596047326326923
31,PvP01_11_v1,113351,113550,1,[  4 486   2 123],[0],[2],"[0.0065040650406504065, 0.7902439024390244, 0.0032520325203252032, 0.2]",4,0.5593010666161979,0.33546169608037546
32,PvP01_11_v1,113601,113800,1,[529   1  85],[],[1],"[0.8601626016260162, 0.0016260162601626016, 0.13821138211382114]",3,0.4135275730834004,0.24101526868927237
33,PvP01_11_v1,114751,114950,1,[515   2  98],[],[1],"[0.8373983739837398, 0.0032520325203252032, 0.15934959349593497]",3,0.4599002172168268,0.27336109458655566
