,chrom,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,PvP01_14_v1,34601,34800,1,[ 36 499  27  53],[0],[2],"[0.05853658536585366, 0.8113821138211382, 0.04390243902439024, 0.08617886178861789]",4,0.6842073241239046,0.32887831317337557
1,PvP01_14_v1,34651,34850,4,"[  7  19   1   1   1   7   4   1   3 219  82  34  17   3   2  51   2  42
   3   1  18   2  15  24   1   1   1  46   1   6]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 21]","[4, 7, 10, 12, 13, 14, 16, 17, 18, 19, 20, 23, 24, 25, 26, 28]","[0.011382113821138212, 0.030894308943089432, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.011382113821138212, 0.0065040650406504065, 0.0016260162601626016, 0.004878048780487805, 0.35609756097560974, 0.13333333333333333, 0.055284552845528454, 0.027642276422764227, 0.004878048780487805, 0.0032520325203252032, 0.08292682926829269, 0.0032520325203252032, 0.06829268292682927, 0.004878048780487805, 0.0016260162601626016, 0.02926829268292683, 0.0032520325203252032, 0.024390243902439025, 0.03902439024390244, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.07479674796747968, 0.0016260162601626016, 0.00975609756097561]",30,2.3148072198619647,0.8300085927688545
2,PvP01_14_v1,34801,35000,3,"[ 11   1  22   1 289  82  35   1  19   3   2  51   2  42   3   1  18   2
   1  29]","[0, 1, 2, 3, 17]","[1, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18]","[0.01788617886178862, 0.0016260162601626016, 0.03577235772357724, 0.0016260162601626016, 0.46991869918699186, 0.13333333333333333, 0.056910569105691054, 0.0016260162601626016, 0.030894308943089432, 0.004878048780487805, 0.0032520325203252032, 0.08292682926829269, 0.0032520325203252032, 0.06829268292682927, 0.004878048780487805, 0.0016260162601626016, 0.02926829268292683, 0.0032520325203252032, 0.0016260162601626016, 0.04715447154471545]",20,1.8823642927901478,0.7408923259964306
3,PvP01_14_v1,35051,35250,1,[  4  99 240 272],[0],[2],"[0.0065040650406504065, 0.16097560975609757, 0.3902439024390244, 0.44227642276422763]",4,1.054803493428643,0.6261458126776389
4,PvP01_14_v1,35251,35450,1,[  5  30 246 334],[0],[2],"[0.008130081300813009, 0.04878048780487805, 0.4, 0.5430894308943089]",4,0.8845234702364131,0.542608235838456
5,PvP01_14_v1,35351,35550,3,[  3   2  29   1   9 146  11  80  44 172   1  24  93],"[0, 1, 4, 8]","[4, 5, 6, 7, 11]","[0.004878048780487805, 0.0032520325203252032, 0.04715447154471545, 0.0016260162601626016, 0.014634146341463415, 0.23739837398373984, 0.01788617886178862, 0.13008130081300814, 0.07154471544715447, 0.27967479674796747, 0.0016260162601626016, 0.03902439024390244, 0.15121951219512195]",13,1.9072601284036095,0.8161967083085465
6,PvP01_14_v1,35451,35650,2,[ 56 349   1  35 174],[0],[3],"[0.0910569105691057, 0.567479674796748, 0.0016260162601626016, 0.056910569105691054, 0.28292682926829266]",5,1.070479829196318,0.5863864102055654
7,PvP01_14_v1,40151,40350,1,[  7 296   3 309],[0],[2],"[0.011382113821138212, 0.4813008130081301, 0.004878048780487805, 0.5024390243902439]",4,0.7746855833338078,0.5157512062925507
8,PvP01_14_v1,42501,42700,1,[ 10 414   3 188],[0],[2],"[0.016260162601626018, 0.6731707317073171, 0.004878048780487805, 0.3056910569105691]",4,0.7216526906168343,0.45310595544979837
9,PvP01_14_v1,43101,43300,1,[  2 265   3 345],[0],[2],"[0.0032520325203252032, 0.43089430894308944, 0.004878048780487805, 0.5609756097560976]",4,0.7316493263605143,0.49960208870381373
10,PvP01_14_v1,43301,43500,1,[  3 293   3 316],[0],[2],"[0.004878048780487805, 0.4764227642276423, 0.004878048780487805, 0.5138211382113821]",4,0.7473185480220079,0.5089615969330425
11,PvP01_14_v1,45851,46050,1,[  5 407   2 201],[0],[2],"[0.008130081300813009, 0.6617886178861788, 0.0032520325203252032, 0.32682926829268294]",4,0.6964438337930207,0.45514178068609956
12,PvP01_14_v1,52251,52450,1,[ 29  92   2 492],[0],[2],"[0.04715447154471545, 0.14959349593495935, 0.0032520325203252032, 0.8]",4,0.6253719409228513,0.3353876660717825
13,PvP01_14_v1,52551,52750,1,[  4 165   4 442],[0],[2],"[0.0065040650406504065, 0.2682926829268293, 0.0065040650406504065, 0.71869918699187]",4,0.6558819003904244,0.41140590918104303
14,PvP01_14_v1,53051,53250,1,[  7 440   6 162],[0],[2],"[0.011382113821138212, 0.7154471544715447, 0.00975609756097561, 0.2634146341463415]",4,0.6870801312084418,0.4185233657214621
15,PvP01_14_v1,56051,56250,2,[  2   1 506   3   2 101],"[0, 1]",[4],"[0.0032520325203252032, 0.0016260162601626016, 0.8227642276422764, 0.004878048780487805, 0.0032520325203252032, 0.16422764227642275]",6,0.5308529142314465,0.2960407165047261
16,PvP01_14_v1,56101,56300,4,[  1   1   1   1   1 268   3   1   5   1 226   3   1   1  63   9  29],"[0, 1, 2, 3, 4]","[6, 7, 9, 12, 13]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.43577235772357725, 0.004878048780487805, 0.0016260162601626016, 0.008130081300813009, 0.0016260162601626016, 0.367479674796748, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.1024390243902439, 0.014634146341463415, 0.04715447154471545]",17,1.3541289801074519,0.661992200409809
17,PvP01_14_v1,56151,56350,5,"[  1   1   1   1   1   1 245   2  20   2   1   1   5   1   1   2 223   3
   1   1   3  60   8   1  29]","[0, 1, 2, 3, 4, 5, 14]","[7, 9, 10, 11, 13, 18, 19]","[0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.0016260162601626016, 0.3983739837398374, 0.0032520325203252032, 0.032520325203252036, 0.0032520325203252032, 0.0016260162601626016, 0.0016260162601626016, 0.008130081300813009, 0.0016260162601626016, 0.0016260162601626016, 0.0032520325203252032, 0.36260162601626017, 0.004878048780487805, 0.0016260162601626016, 0.0016260162601626016, 0.004878048780487805, 0.0975609756097561, 0.013008130081300813, 0.0016260162601626016, 0.04715447154471545]",25,1.5561462619462647,0.6966699715777646
