,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,143737,143936,1,[  2 463   4 225],[0],[2],"[0.002881844380403458, 0.6671469740634006, 0.005763688760806916, 0.3242074927953891]",4,0.6817778850838645,0.4497628914782117
1,146187,146386,1,[216   5 473],[],[1],"[0.3112391930835735, 0.007204610951008645, 0.6815561959654178]",3,0.6601096487220287,0.4385594100108796
2,146337,146536,3,[  2 200   1  13   2   3 232   6   1 234],[0],"[2, 4, 5, 7, 8]","[0.002881844380403458, 0.2881844380403458, 0.001440922190201729, 0.018731988472622477, 0.002881844380403458, 0.004322766570605188, 0.33429394812680113, 0.008645533141210375, 0.001440922190201729, 0.3371757925072046]",10,1.283084340073799,0.6910446893504638
3,146387,146586,2,[  2 434   7   1 250],[0],"[2, 3]","[0.002881844380403458, 0.6253602305475504, 0.010086455331412104, 0.001440922190201729, 0.36023054755043227]",5,0.7340076627119279,0.4790464167960866
4,146487,146686,3,[  2   1 219   2 212   2   5   1   1  15   4 230],"[0, 1, 8]","[3, 5, 6, 7, 10]","[0.002881844380403458, 0.001440922190201729, 0.31556195965417866, 0.002881844380403458, 0.30547550432276654, 0.002881844380403458, 0.007204610951008645, 0.001440922190201729, 0.001440922190201729, 0.021613832853025938, 0.005763688760806916, 0.3314121037463977]",12,1.3192252123523978,0.6966879552192943
5,146537,146736,1,[  2 236   6 450],[0],[2],"[0.002881844380403458, 0.3400576368876081, 0.008645533141210375, 0.6484149855907781]",4,0.7056382870104116,0.46383575978539804
6,151487,151686,2,[  1  93   5 388   3   3 201],[0],"[2, 4]","[0.001440922190201729, 0.1340057636887608, 0.007204610951008645, 0.5590778097982709, 0.004322766570605188, 0.004322766570605188, 0.2896253602305475]",7,1.0453466370901816,0.5855002533033244
7,151587,151786,3,[  1  40   2  51   5 323   1  64   2   1   3 192   9],[0],"[2, 4, 6, 8, 9]","[0.001440922190201729, 0.05763688760806916, 0.002881844380403458, 0.07348703170028818, 0.007204610951008645, 0.4654178674351585, 0.001440922190201729, 0.09221902017291066, 0.002881844380403458, 0.001440922190201729, 0.004322766570605188, 0.276657060518732, 0.012968299711815562]",13,1.465010503813419,0.6893587688627927
8,151637,151836,4,[  1  40   2  51   5   1 322   1  63   1   1   1   1   3   1   8 183   9],"[0, 5, 14]","[2, 4, 7, 10, 11, 12]","[0.001440922190201729, 0.05763688760806916, 0.002881844380403458, 0.07348703170028818, 0.007204610951008645, 0.001440922190201729, 0.46397694524495675, 0.001440922190201729, 0.09077809798270893, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.011527377521613832, 0.26368876080691644, 0.012968299711815562]",18,1.541063875275964,0.6978340489498294
9,151687,151886,2,[  1   2 376 184   3 127   1],"[0, 1]",[4],"[0.001440922190201729, 0.002881844380403458, 0.5417867435158501, 0.26512968299711814, 0.004322766570605188, 0.1829971181556196, 0.001440922190201729]",7,1.0540460404462584,0.6026542866397029
10,151737,151936,3,[  1   1   1   2 242 132   1   1 182   3 127   1],"[0, 1, 2, 3, 6]","[7, 9]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.34870317002881845, 0.19020172910662825, 0.001440922190201729, 0.001440922190201729, 0.2622478386167147, 0.004322766570605188, 0.1829971181556196, 0.001440922190201729]",12,1.4417862375000883,0.7399280784658954
11,151787,151986,2,[  1   1   3 372 132   1   1   1 182],"[0, 1, 2, 5]",[7],"[0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.5360230547550432, 0.19020172910662825, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.2622478386167147]",9,1.0716024770990342,0.6076995905621673
12,151837,152036,2,[  4 282   1  91   1 314   1],[0],"[2, 4]","[0.005763688760806916, 0.40634005763688763, 0.001440922190201729, 0.13112391930835735, 0.001440922190201729, 0.45244956772334294, 0.001440922190201729]",7,1.0491569978018298,0.6129442151334201
13,151937,152136,1,[601   1  92],[],[1],"[0.8659942363112392, 0.001440922190201729, 0.13256484149855907]",3,0.4018954407025228,0.23247846921741733
14,155537,155736,1,[  2 197   2 493],[0],[2],"[0.002881844380403458, 0.2838616714697406, 0.002881844380403458, 0.7103746397694525]",4,0.6340933638401334,0.41477381258876
15,155837,156036,1,[610  84],[],[],"[0.8789625360230547, 0.12103746397694524]",2,0.36898698215676695,0.21277479258194987
16,159787,159986,2,[  2 247   1 154   3   1 286],[0],"[2, 4, 5]","[0.002881844380403458, 0.3559077809798271, 0.001440922190201729, 0.2219020172910663, 0.004322766570605188, 0.001440922190201729, 0.41210374639769454]",7,1.1263258379701888,0.6542285045137821
17,160387,160586,1,[  2 441   5 246],[0],[2],"[0.002881844380403458, 0.6354466858789626, 0.007204610951008645, 0.35446685878962536]",4,0.7081580817824376,0.47050054397927055
18,160537,160736,2,[  1   1 137   1 303   5 199  47],"[0, 1]","[3, 5]","[0.001440922190201729, 0.001440922190201729, 0.19740634005763688, 0.001440922190201729, 0.4365994236311239, 0.007204610951008645, 0.28674351585014407, 0.06772334293948126]",8,1.2864630068029008,0.6835452499397885
19,160587,160786,1,[342   1 351],[],[1],"[0.49279538904899134, 0.001440922190201729, 0.5057636887608069]",3,0.7029312738901909,0.5013537194063566
20,163137,163336,1,[585   1 108],[],[1],"[0.8429394812680115, 0.001440922190201729, 0.15561959654178675]",3,0.44295740263929473,0.265233495835029
21,163337,163536,1,[494   4 196],[],[1],"[0.7118155619596542, 0.005763688760806916, 0.2824207492795389]",3,0.6287713896934115,0.41352390602031397
22,169937,170136,1,[  1 492   1 200],[0],[2],"[0.001440922190201729, 0.7089337175792507, 0.001440922190201729, 0.2881844380403458]",4,0.6212687878499992,0.4143585612371169
23,170037,170236,2,[  1 296   2 194   1 114  86],[0],"[0, 2, 4]","[0.001440922190201729, 0.4265129682997118, 0.002881844380403458, 0.27953890489913547, 0.001440922190201729, 0.1642651296829971, 0.1239193083573487]",7,1.310919127230001,0.6975932031658763
24,170137,170336,1,[411   3 280],[],[1],"[0.5922190201729106, 0.004322766570605188, 0.4034582132564842]",3,0.6999953943521264,0.48647941599049904
25,170287,170486,1,[  1 216   1 476],[0],[2],"[0.001440922190201729, 0.3112391930835735, 0.001440922190201729, 0.6858789625360231]",4,0.6407442448383095,0.43269606092567825
26,170337,170536,3,[  1 215   1   1 181 162   2   1 130],[0],"[2, 3, 6, 7]","[0.001440922190201729, 0.30979827089337175, 0.001440922190201729, 0.001440922190201729, 0.260806916426513, 0.2334293948126801, 0.002881844380403458, 0.001440922190201729, 0.1873198847262248]",9,1.4214755369699834,0.746410152065045
27,170387,170586,4,[  1 137   2  76   1   1  56 125 162   2   1 130],[0],"[2, 4, 5, 9, 10]","[0.001440922190201729, 0.19740634005763688, 0.002881844380403458, 0.10951008645533142, 0.001440922190201729, 0.001440922190201729, 0.08069164265129683, 0.18011527377521613, 0.2334293948126801, 0.002881844380403458, 0.001440922190201729, 0.1873198847262248]",12,1.7991366490755627,0.82048268817115
28,170487,170686,3,[193   2 203   1 162   2   1 130],[],"[1, 3, 5, 6]","[0.2780979827089337, 0.002881844380403458, 0.29250720461095103, 0.001440922190201729, 0.2334293948126801, 0.002881844380403458, 0.001440922190201729, 0.1873198847262248]",8,1.4214017965396037,0.7475022631198665
29,170537,170736,1,[489   2 203],[],[1],"[0.7046109510086456, 0.002881844380403458, 0.29250720461095103]",3,0.6231169670488576,0.41795463794234644
30,174787,174986,2,[  2   1   1 429   1 158 102],"[0, 1, 2]",[4],"[0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.6181556195965417, 0.001440922190201729, 0.2276657060518732, 0.14697406340057637]",7,0.9612204406876468,0.5444360471393335
31,175737,175936,1,[459   5 230],[],[1],"[0.6613832853025937, 0.007204610951008645, 0.3314121037463977]",3,0.6749799186735255,0.4526862609937795
32,179687,179886,1,[258   2 434],[],[1],"[0.37175792507204614, 0.002881844380403458, 0.6253602305475504]",3,0.6782771549297542,0.4707123221686087
33,179737,179936,2,[257   1   2   2 348   5  79],[3],"[2, 5]","[0.3703170028818444, 0.001440922190201729, 0.002881844380403458, 0.002881844380403458, 0.5014409221902018, 0.007204610951008645, 0.1138328530259366]",7,1.0400437538657474,0.5983938077718443
34,179887,180086,1,[  2 607   5  80],[0],[2],"[0.002881844380403458, 0.8746397694524496, 0.007204610951008645, 0.11527377521613832]",4,0.41859214657263105,0.2216570189935968
35,180137,180336,1,[145   2 547],[],[1],"[0.20893371757925072, 0.002881844380403458, 0.7881844380403458]",3,0.5315984995025871,0.33510368826250536
36,180237,180436,2,[141   4   1   1   3 424   1 119],[4],"[2, 3, 6]","[0.20317002881844382, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.6109510086455331, 0.001440922190201729, 0.17146974063400577]",8,1.0087272349269374,0.5560007972825952
37,180337,180536,2,[  1   2   6 490   1  69   2 123],"[0, 1, 2]","[4, 6]","[0.001440922190201729, 0.002881844380403458, 0.008645533141210375, 0.7060518731988472, 0.001440922190201729, 0.0994236311239193, 0.002881844380403458, 0.17723342939481268]",8,0.8755644508426608,0.46009849762060984
38,180437,180636,1,[  7 617   1  69],[0],[2],"[0.010086455331412104, 0.8890489913544669, 0.001440922190201729, 0.0994236311239193]",4,0.3898510561693082,0.19960301970782912
39,180737,180936,2,[  1   1 329   1 288  74],"[0, 1]",[3],"[0.001440922190201729, 0.001440922190201729, 0.47406340057636887, 0.001440922190201729, 0.414985590778098, 0.10662824207492795]",6,0.9857912181752939,0.5916750409022582
40,180787,180986,3,[  1   1 329   1   1 189   1  97  74],"[0, 1, 4]","[3, 6]","[0.001440922190201729, 0.001440922190201729, 0.47406340057636887, 0.001440922190201729, 0.001440922190201729, 0.2723342939481268, 0.001440922190201729, 0.13976945244956773, 0.10662824207492795]",9,1.2689258975961182,0.670182461443912
41,180937,181136,1,[  2 594   1  97],[0],[2],"[0.002881844380403458, 0.8559077809798271, 0.001440922190201729, 0.13976945244956773]",4,0.43448986399764156,0.24787598933634525
42,181137,181336,1,[468   3 223],[],[1],"[0.6743515850144092, 0.004322766570605188, 0.32132564841498557]",3,0.6540305997127563,0.44198108114841916
43,183537,183736,1,[582   2 110],[],[1],"[0.8386167146974063, 0.002881844380403458, 0.1585014409221902]",3,0.45641297610048975,0.2715909940286857
44,191787,191986,1,[578   2 114],[],[1],"[0.8328530259365994, 0.002881844380403458, 0.1642651296829971]",3,0.46589182567866827,0.27936449933144536
45,192287,192486,1,[505   2 187],[],[1],"[0.7276657060518732, 0.002881844380403458, 0.26945244956772335]",3,0.6015416831336282,0.39788969263094953
46,192687,192886,3,[  4 340  11   2  90   2   2   1   1  38   3 200],[0],"[3, 5, 6, 7, 8, 10]","[0.005763688760806916, 0.4899135446685879, 0.01585014409221902, 0.002881844380403458, 0.12968299711815562, 0.002881844380403458, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.05475504322766571, 0.004322766570605188, 0.2881844380403458]",12,1.3204361203180004,0.6567864528399039
47,192737,192936,4,[  1   3 247   1  92  11   2  90   2   2   1   1  38   3 200],"[0, 1]","[3, 6, 8, 9, 10, 11, 13]","[0.001440922190201729, 0.004322766570605188, 0.3559077809798271, 0.001440922190201729, 0.13256484149855907, 0.01585014409221902, 0.002881844380403458, 0.12968299711815562, 0.002881844380403458, 0.002881844380403458, 0.001440922190201729, 0.001440922190201729, 0.05475504322766571, 0.004322766570605188, 0.2881844380403458]",15,1.61909229082279,0.7525683296099128
48,192887,193086,1,[  1 597   1  95],[0],[2],"[0.001440922190201729, 0.8602305475504323, 0.001440922190201729, 0.13688760806916425]",4,0.42058028702346895,0.2412610353046699
49,197187,197386,1,[  3 492 198   1],[0],[2],"[0.004322766570605188, 0.7089337175792507, 0.28530259365994237, 0.001440922190201729]",4,0.6346560563890266,0.41599465156259086
50,198387,198586,2,[  2  34 649   1   8],[0],"[2, 3]","[0.002881844380403458, 0.04899135446685879, 0.9351585014409222, 0.001440922190201729, 0.011527377521613832]",5,0.2881867765407203,0.12293516265395454
51,198437,198636,3,[  1   1  10   4  20  31 202   1 415   1   1   1   6],"[0, 1, 2, 5, 10]","[5, 6, 7, 8, 9, 11]","[0.001440922190201729, 0.001440922190201729, 0.01440922190201729, 0.005763688760806916, 0.02881844380403458, 0.0446685878962536, 0.2910662824207493, 0.001440922190201729, 0.5979827089337176, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.008645533141210375]",13,1.0962248498862126,0.5545432650383275
52,198587,198786,1,[ 43 207   2 442],[0],[2],"[0.06195965417867435, 0.29827089337175794, 0.002881844380403458, 0.6368876080691642]",4,0.8373571803623995,0.5015613450821783
53,218637,218836,1,[585   1 108],[],[1],"[0.8429394812680115, 0.001440922190201729, 0.15561959654178675]",3,0.44295740263929473,0.265233495835029
54,218837,219036,2,[338   2 277   2   1  74],[],"[1, 3, 4]","[0.48703170028818443, 0.002881844380403458, 0.39913544668587897, 0.002881844380403458, 0.001440922190201729, 0.10662824207492795]",6,0.9987892983936899,0.5921027497944505
55,222687,222886,1,[267   3 424],[],[1],"[0.38472622478386165, 0.004322766570605188, 0.6109510086455331]",3,0.6920710762456791,0.4787059106877394
56,222787,222986,3,[180   3  82   2   3 299  53  72],[],"[1, 4]","[0.25936599423631124, 0.004322766570605188, 0.11815561959654179, 0.002881844380403458, 0.004322766570605188, 0.430835734870317, 0.07636887608069164, 0.1037463976945245]",8,1.4605710383738522,0.7165079022332217
57,222887,223086,2,[482   3 135  74],[],[1],"[0.6945244956772334, 0.004322766570605188, 0.19452449567723343, 0.10662824207492795]",4,0.8338583987997581,0.46840767716698917
58,223137,223336,1,[  1 597   1  95],[0],[2],"[0.001440922190201729, 0.8602305475504323, 0.001440922190201729, 0.13688760806916425]",4,0.42058028702346895,0.2412610353046699
59,223637,223836,1,[497   2 195],[],[1],"[0.7161383285302594, 0.002881844380403458, 0.28097982708933716]",3,0.6126586301738435,0.40818792615169963
60,223937,224136,1,[  1 253 440],[0],[],"[0.001440922190201729, 0.3645533141210375, 0.6340057636887608]",3,0.6662062249311883,0.46513549651604114
61,225587,225786,1,[411   2 281],[],[1],"[0.5922190201729106, 0.002881844380403458, 0.4048991354466859]",3,0.6931841109364085,0.4853250172329311
62,226437,226636,1,[558   4 132],[],[1],"[0.8040345821325648, 0.005763688760806916, 0.19020172910662825]",3,0.5207611071427527,0.3173184728716292
63,226487,226686,2,[  2 337 219   4   1 131],[0],"[3, 4]","[0.002881844380403458, 0.48559077809798273, 0.31556195965417866, 0.005763688760806916, 0.001440922190201729, 0.18876080691642652]",6,1.0854734338446863,0.6289480022257472
