,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,121493,121692,1,[448   4 242],[],[1],"[0.6455331412103746, 0.005763688760806916, 0.34870317002881845]",3,0.6796254543161546,0.46165984270278804
1,125343,125542,1,[622   2  70],[],[1],"[0.8962536023054755, 0.002881844380403458, 0.10086455331412104]",3,0.34640611182042896,0.18654751721216856
2,135943,136142,1,[493   4 197],[],[1],"[0.7103746397694525, 0.005763688760806916, 0.2838616714697406]",3,0.6300982792259551,0.4147572025346943
3,136993,137192,1,[  1 399   4 290],[0],[2],"[0.001440922190201729, 0.5749279538904899, 0.005763688760806916, 0.41786743515850144]",4,0.7220018589968826,0.4948093581044606
4,143393,143592,1,[  1 559   4 130],[0],[2],"[0.001440922190201729, 0.8054755043227666, 0.005763688760806916, 0.1873198847262248]",4,0.5271373618073727,0.316085176357249
5,145843,146042,2,[  4  85   2 603],[0],[2],"[0.005763688760806916, 0.12247838616714697, 0.002881844380403458, 0.8688760806916427]",4,0.42588276996823216,0.23001187618865693
6,146643,146842,1,[ 85   2 607],[],[1],"[0.12247838616714697, 0.002881844380403458, 0.8746397694524496]",3,0.39119151765966864,0.21999601358702425
7,147893,148092,2,[384  50   1   5   1  36   1 216],[4],"[2, 3, 6]","[0.553314121037464, 0.07204610951008646, 0.001440922190201729, 0.007204610951008645, 0.001440922190201729, 0.05187319884726225, 0.001440922190201729, 0.3112391930835735]",8,1.0975700903750112,0.5890340423058076
8,148743,148942,1,[411   4 279],[],[1],"[0.5922190201729106, 0.005763688760806916, 0.4020172910662824]",3,0.7063119090218002,0.48762550972103424
9,149593,149792,1,[476   2 216],[],[1],"[0.6858789625360231, 0.002881844380403458, 0.3112391930835735]",3,0.6387467025312202,0.43269190841216176
10,150193,150392,1,[310   5 379],[],[1],"[0.44668587896253603, 0.007204610951008645, 0.5461095100864554]",3,0.7258857594881307,0.5021842221096429
11,152143,152342,1,[  2 547   4 141],[0],[2],"[0.002881844380403458, 0.7881844380403458, 0.005763688760806916, 0.20317002881844382]",4,0.557976122936567,0.3374457058857727
12,156093,156292,1,[  3 147   5 539],[0],[2],"[0.004322766570605188, 0.21181556195965417, 0.007204610951008645, 0.776657060518732]",4,0.5841242524310142,0.3518673853283394
