,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,141144,141343,3,[  1   2   1 107   2 316  35   1   5   2 222],"[0, 1, 2, 7, 9]","[4, 7, 8]","[0.001440922190201729, 0.002881844380403458, 0.001440922190201729, 0.15417867435158503, 0.002881844380403458, 0.4553314121037464, 0.05043227665706052, 0.001440922190201729, 0.007204610951008645, 0.002881844380403458, 0.31988472622478387]",11,1.276124902359551,0.6639495386557484
1,141194,141393,1,[  4 108   2 580],[0],[2],"[0.005763688760806916, 0.15561959654178675, 0.002881844380403458, 0.8357348703170029]",4,0.48604840951475137,0.2772882425732296
2,143144,143343,1,[  1 609   4  80],[0],[2],"[0.001440922190201729, 0.877521613832853, 0.005763688760806916, 0.11527377521613832]",4,0.40283992411816283,0.21663247763871474
3,143244,143443,2,[  1 350   2 257   2   2  39   2  39],[0],"[2, 4, 5, 7]","[0.001440922190201729, 0.5043227665706052, 0.002881844380403458, 0.3703170028818444, 0.002881844380403458, 0.002881844380403458, 0.056195965417867436, 0.002881844380403458, 0.056195965417867436]",9,1.113520744757706,0.602172595071797
4,143344,143543,1,[392   6 296],[],[1],"[0.5648414985590778, 0.008645533141210375, 0.4265129682997118]",3,0.7271526572025515,0.4989660241344085
5,143494,143693,1,[  1 622   2  69],[0],[2],"[0.001440922190201729, 0.8962536023054755, 0.002881844380403458, 0.0994236311239193]",4,0.3539584434144408,0.18683404064480236
6,144994,145193,1,[  1 603   1  89],[0],[2],"[0.001440922190201729, 0.8688760806916427, 0.001440922190201729, 0.1282420749279539]",4,0.40436719605053173,0.22860417410658673
7,145044,145243,2,[  1   1 538   2  62   1  41   1  47],"[0, 1]","[3, 5, 7]","[0.001440922190201729, 0.001440922190201729, 0.7752161383285303, 0.002881844380403458, 0.0893371757925072, 0.001440922190201729, 0.059077809798270896, 0.001440922190201729, 0.06772334293948126]",9,0.8171838861318694,0.38296555905289464
8,145094,145293,3,[  1   1   1 512   1  24   2   4  58   1  41   1  17  30],"[0, 1, 2]","[4, 6, 9, 11]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.7377521613832853, 0.001440922190201729, 0.0345821325648415, 0.002881844380403458, 0.005763688760806916, 0.08357348703170028, 0.001440922190201729, 0.059077809798270896, 0.001440922190201729, 0.024495677233429394, 0.043227665706051875]",14,1.045080506040569,0.44152845717512823
9,145144,145343,5,"[  1   1   1   1 233   1   4 273   1  20   1   3   1   1   2   2  58   1
  17  24   1   7  10  27   3]","[0, 1, 2, 3]","[1, 5, 6, 8, 10, 12, 13, 17, 20]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3357348703170029, 0.001440922190201729, 0.005763688760806916, 0.39337175792507206, 0.001440922190201729, 0.02881844380403458, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.002881844380403458, 0.002881844380403458, 0.08357348703170028, 0.001440922190201729, 0.024495677233429394, 0.0345821325648415, 0.001440922190201729, 0.010086455331412104, 0.01440922190201729, 0.03890489913544669, 0.004322766570605188]",25,1.6982640701890042,0.7209967693444841
10,145194,145393,5,"[  1   1   1 247   3   1   1   3   7   1 289   1  20   1   3   1   1   1
   1  10  12  84   1   3]","[0, 1, 2]","[0, 5, 6, 7, 9, 11, 13, 15, 16, 17, 18]","[0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.3559077809798271, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.010086455331412104, 0.001440922190201729, 0.4164265129682997, 0.001440922190201729, 0.02881844380403458, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.01440922190201729, 0.01729106628242075, 0.12103746397694524, 0.001440922190201729, 0.004322766570605188]",24,1.4845916466446685,0.6837279605345116
11,145244,145443,4,[  1   1 258   3   1   1   3   1   7   1 301   2   1 105   1   1   6],"[0, 1]","[4, 5, 6, 7, 9, 11, 12, 15]","[0.001440922190201729, 0.001440922190201729, 0.37175792507204614, 0.004322766570605188, 0.001440922190201729, 0.001440922190201729, 0.004322766570605188, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.43371757925072046, 0.002881844380403458, 0.001440922190201729, 0.15129682997118155, 0.001440922190201729, 0.001440922190201729, 0.008645533141210375]",17,1.2520980479454025,0.6505535300517402
12,145294,145493,3,[  2 365   4   1   1   1   4   1   7   1 307],[0],"[3, 4, 5, 6, 7, 9]","[0.002881844380403458, 0.5259365994236311, 0.005763688760806916, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.005763688760806916, 0.001440922190201729, 0.010086455331412104, 0.001440922190201729, 0.4423631123919308]",11,0.8685485990365667,0.5275187070733914
13,145344,145543,1,[  2 374   6 312],[0],[2],"[0.002881844380403458, 0.5389048991354467, 0.008645533141210375, 0.4495677233429395]",4,0.7505043610744102,0.5073873215457316
14,146194,146393,3,[  1   1 567   6   1 118],"[0, 1]","[3, 4]","[0.001440922190201729, 0.001440922190201729, 0.8170028818443804, 0.008645533141210375, 0.001440922190201729, 0.17002881844380405]",6,0.5357355516941933,0.3035155179430108
15,146244,146443,5,[  1   1 219   7 341   6   1 115   3],"[0, 1]","[3, 5, 6]","[0.001440922190201729, 0.001440922190201729, 0.31556195965417866, 0.010086455331412104, 0.49135446685878964, 0.008645533141210375, 0.001440922190201729, 0.16570605187319884, 0.004322766570605188]",9,1.1502333537776597,0.631331544984179
16,146294,146493,7,[  1   1 219   6   1   1   1   1 338   6   1 110   5   3],"[0, 1, 5]","[3, 4, 9, 10]","[0.001440922190201729, 0.001440922190201729, 0.31556195965417866, 0.008645533141210375, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.001440922190201729, 0.48703170028818443, 0.008645533141210375, 0.001440922190201729, 0.1585014409221902, 0.007204610951008645, 0.004322766570605188]",14,1.213519220162206,0.6378634487455257
