,window_start,window_end,variant_counts,unique_allele_counts,unique_alleles_with_missing_index,unique_alleles_with_het_index,unique_allele_frequencies,unique_allele_count,entropy,het
0,58637,58836,1,[388   2 304],[],[1],"[0.5590778097982709, 0.002881844380403458, 0.43804034582132567]",3,0.7035198173332577,0.49554435299686894
1,60887,61086,2,[ 16  20   1 240   7   1 409],"[0, 1, 2]","[4, 5]","[0.023054755043227664, 0.02881844380403458, 0.001440922190201729, 0.345821325648415, 0.010086455331412104, 0.001440922190201729, 0.5893371757925072]",7,0.9331632047519236,0.5316213904276258
2,61237,61436,1,[  1 427   4 262],[0],[2],"[0.001440922190201729, 0.6152737752161384, 0.005763688760806916, 0.37752161383285304]",4,0.7057310223533324,0.4788803162554294
3,71287,71486,1,[176   1 517],[],[1],"[0.25360230547550433, 0.001440922190201729, 0.7449567723342939]",3,0.5767034457408499,0.38072320175402175
4,71637,71836,1,[  1 548   5 140],[0],[2],"[0.001440922190201729, 0.7896253602305475, 0.007204610951008645, 0.2017291066282421]",4,0.5544085801393901,0.33574317534403586
5,72387,72586,1,[  1 471   7 215],[0],[2],"[0.001440922190201729, 0.6786743515850144, 0.010086455331412104, 0.30979827089337175]",4,0.6818859239469091,0.44332234301422635
6,72637,72836,1,[  4 418   1 271],[0],[2],"[0.005763688760806916, 0.6023054755043228, 0.001440922190201729, 0.3904899135446686]",4,0.7117073831318381,0.4847104452324992
7,77837,78036,1,[552 142],[],[],"[0.7953890489913544, 0.20461095100864554]",2,0.5067284969270702,0.32549061947196645
8,81437,81636,1,[  4 274   6 410],[0],[2],"[0.005763688760806916, 0.39481268011527376, 0.008645533141210375, 0.590778097982709]",4,0.7486430399210637,0.49499622121270004
9,83887,84086,2,[388   9   1   8  13   1 274],[],"[2, 3, 5]","[0.5590778097982709, 0.012968299711815562, 0.001440922190201729, 0.011527377521613832, 0.018731988472622477, 0.001440922190201729, 0.39481268011527376]",7,0.8931606231860177,0.5308988530757667
10,84187,84386,1,[571   1 122],[],[1],"[0.8227665706051873, 0.001440922190201729, 0.17579250720461095]",3,0.47554140406438505,0.29215008844853796
11,87937,88136,1,[  1 167   2 524],[0],[2],"[0.001440922190201729, 0.24063400576368876, 0.002881844380403458, 0.7550432276657061]",4,0.5812141743123607,0.3719946183424826
12,88137,88336,2,[  1 379   4 103   3   1  95   1 107],[0],"[2, 4, 5, 7]","[0.001440922190201729, 0.5461095100864554, 0.005763688760806916, 0.1484149855907781, 0.004322766570605188, 0.001440922190201729, 0.13688760806916425, 0.001440922190201729, 0.15417867435158503]",9,1.2555046524176816,0.6371699789882815
13,93437,93636,1,[  3 173   4 514],[0],[2],"[0.004322766570605188, 0.24927953890489912, 0.005763688760806916, 0.7406340057636888]",4,0.6219197723186856,0.3892690745708378
14,94137,94336,2,[448  10 236],[],[1],"[0.6455331412103746, 0.01440922190201729, 0.3400576368876081]",3,0.7104294172245311,0.46744014151766067
15,97887,98086,1,[571   3 120],[],[1],"[0.8227665706051873, 0.004322766570605188, 0.1729106628242075]",3,0.48749489319638417,0.29313838666544867
16,97987,98186,2,[  1 171   2 397   3  11 109],[0],"[2, 4]","[0.001440922190201729, 0.24639769452449567, 0.002881844380403458, 0.5720461095100865, 0.004322766570605188, 0.01585014409221902, 0.15706051873198848]",7,1.0709113409309365,0.587103123520667
17,98037,98236,3,[  1 171   2 259   1 137   2   1  11 109],[0],"[2, 4, 6, 7]","[0.001440922190201729, 0.24639769452449567, 0.002881844380403458, 0.37319884726224783, 0.001440922190201729, 0.19740634005763688, 0.002881844380403458, 0.001440922190201729, 0.01585014409221902, 0.15706051873198848]",10,1.4517130572408294,0.7360994610037456
18,98087,98286,2,[  1 182   2 370   2 137],[0],"[2, 4]","[0.001440922190201729, 0.2622478386167147, 0.002881844380403458, 0.5331412103746398, 0.002881844380403458, 0.19740634005763688]",6,1.049769792358635,0.6079985715353504
19,98187,98386,1,[555   2 137],[],[1],"[0.7997118155619597, 0.002881844380403458, 0.19740634005763688]",3,0.5158855277563086,0.32148344392860984
20,100187,100386,1,[612   2  80],[],[1],"[0.8818443804034583, 0.002881844380403458, 0.11527377521613832]",3,0.37678236103623675,0.20905414047122717
21,102187,102386,1,[440   6 248],[],[1],"[0.6340057636887608, 0.008645533141210375, 0.3573487031700288]",3,0.6977143730346158,0.47026385070883403
22,102237,102436,2,[438   2   3   3 138   2 108],[],"[2, 3, 5]","[0.6311239193083573, 0.002881844380403458, 0.004322766570605188, 0.004322766570605188, 0.1988472622478386, 0.002881844380403458, 0.15561959654178675]",7,0.9819426719185598,0.5378709232698552
23,102387,102586,1,[579   5 110],[],[1],"[0.8342939481268011, 0.007204610951008645, 0.1585014409221902]",3,0.47864751625017554,0.2787789949256285
